ugc_id,created_user_id,comment_text
4411,39914,"This can be hard, but you can make it a bit easier in hopes that some stress is lifted off of your shoulders. Is there anything in regards to your wedding or reception that your future mother in law can help with? Maybe she can help plan the rehearsal dinner (usually the grooms parents do this anyway). Or, maybe she can help with the decorations in the wedding/reception hall. What you can do is get her involved so that she has to come and help. This is probably the easiest way for her to show that she is wanted. I hope this helps."
4518,39914,"No, I wouldn't take the test. You two are getting married because you ultimately love and trust one another. If you compromise and take this polygraph test, he's/she's basically saying he/she doesn't trust you at all. And, if he's/she's having you take a test now, what is he/she going to ask of you in the future. Remember, what happens before you get married can sometimes be 10x worst once you're in the marriage. 

Trust yourself and I think you'll do the right thing."
4615,26876,"I did them on Microsoft office and excel. What you do is on Excel create a spreadsheet with all your guest addresses make sure you have separate columns with name, street address, city, etc. Save that, then in Word, do a mail merge, and make sure your document or page layout is the correct size of the envelope you plan on using. In mail merge it will allow you to use the addresses from excel. If your not sure how to use mail merge, just send me a note here and I can give you further instructions. Like I said I did them this way, and they turned just fine, there was no need to spend money on someone doing if for me. I hope this helps."
4640,26876,"I would just wear a simple off white, gown. Not like puffy, but you know something you would wear for the evening. "
4623,26876,"In my opinion, it doesn't matter who's paying for the wedding, if your parents are going to be there include them in your invitation. I mean what if only the bride or the groom was paying for the whole thing would the invite say the groom/bride invites you to their wedding? You see where I am coming from. Anyway, as far as mom not being involved, don't worry about it, if she doesn't want to let her be. If your worring about what she will be wearing, just tell her how you feel about it, and tell that your not asking for much, your not asking her to pay for the wedding or plan it, but to be there for you at the wedding representing herself as someone who cares for you and the biggest day in your life. "
4560,26876,"There is no reason why you should be accomodating to her needs, when you have a wedding to worry about. If she eats she eats if not then its her problem not yours, so she can have whatever she thinks she can eat. I wouldn't worry about it to much and just let her know that its pretty hard to have one special course just for her, even though you said the restuarant could do it. I mean who is she...really. Sorry, that just seems so annoying to me."
4133,39765,"There are pipe bands all over that area. Some have pipers that do performances. I suggest you ask for a sound sample to be emailed to you, or check their website for audio. Please make sure you ask a prospective piper if they are a competition piper.  If they are, find out what level they are. Florida starts at grade 5 (beginner), and goes up to grade 1.  There is one more level higher, OPEN (Professional), but there aren't too many around. Grade 3 or 2 would give you a wonderful performance.  Next important issue...not all music can be played on a bagpipe. It has 9 notes. So find out if your bagpiper can play tunes you request. They should have a list of tunes they play that are commonly played at weddings.
Lastly, bagpipes are either on or off. Once they start, they are very loud and NO volume control, so keep this in mind when you decide where your piper will stand when they play.
Google search ""Pipe bands Maryland"". Talk to the Pipe Majors, they can help hook you up.  Good Luck!!"
4251,39920,"Hello and Congrats on your engagement! I am a certified destination specialist, a Carnival Cruise Lines Specialist and Accredited Cruise Counsellor Program participant. Honestly, cruises are your best destination wedding package. Almost everything is included with cruises destination weddings. There are some available as low as $249 base per person and their package includes the wedding chapel, an officiating minister and more. Private reception, onboard ship credit and the bride can go for free is available for all cabins with 8 or more cabins. With 16 paid guests, the bride and groom will get their cruise fare free. Onshore weddings can range in prices as well.

For more information on even the possibility of a cruise destination wedding, view my listing on WeddingWire and contact me for questions, comments, etc.  We can start arranging that now and there's an available payment plan for you and your party. Again, congrats and may God bless your wedding. Denise"
4601,39920,"Hello and congrats! How awesome! Lancaster is a beautiful area. How about doing something there. Those ideas that you are looking at are great for destination wedding. I don't know if you have ever considered it, but it is less expensive, less stress and a lot of fun.

Visit my listing at WeddingWire and there is some information there. http://www.weddingwire.com/gibsontravel 

Again, congrats and God bless! Denise"
4640,24657,"Since not that many people got to come to your first wedding, I suggest to have fun with this one! Wear a nice wedding gown, maybe get it in ivory instead of white to go with traditions. Remember to have fun with it!  "
4362,39920,"Hello and congrats on your engagement! Have you considered taking others with you for a destination cruise wedding? You can have your wedding while in port in Jamaica as well as have some of your friends and family attend. You get to cruise for free with just 15 paying guests and with 30, you both get to cruise for free. For your honeymoon, there's ways for you to ""get away"" to celebrate your wedding night. If that's something you would consider, please let me know if you have any questions, comments or concerns. Visit my WeddingWire page at http://www.weddingwire.com/gibsontravel. Thank you and may God bless your relationship! Denise"
3424,39920,"Hello and congrats on your engagement! You may have already made up your mind but if not, destination cruise weddings are a great way to go. They are mostly all inclusive, family and friends can attend, see your beautiful wedding and have a vacation at the same time. You and your husband can both cruise for free for only 30 paying guests with some base cruise rates as low as $250 per person costs, which include meals, some beverages, cocktail party reception and onboard credit for each cabin (with 8 cabins or more). There's so much that can be done which is why some wedding industry experts say that Destination Weddings are the best way to go, less expensive, less stress and a great time to be had by all. Thank you and may God bless your union! Denise  www.weddingwire.com/gibsontravel  "
4556,24657,"Where is your wedding being held? I know a officiant from Oklahoma so he has the country voice that you might like. He only charges $50, plus maybe a little gas money if you live far from where he is located. 
For the reception it is mostly party time. Time for people to congratulate the bride and groom. Time to get to know everyone in the family and to just have a good time. If you have anymore questions please ask, or e-mail me.
AtLastDianne@yahoo.com  "
4495,24657,"I am just starting out as a wedding planner, so if you need any help please feel free to e-mail me: AtlastDianne@yahoo.com"
4343,24657,"I think that the next crazy wedding dress should be made out of duct tape! I know they already do prom dresses made out of duct tape."
4642,24657,"I found some red theater rope on sale on ebay.com for $59.85 they have a website you can go to... StanchionWarehouse.com hopefully it is on sale there also. If not their eBay Store name is StanchionWarehouse that should help for the rope. 
For other Hollywood ideas there are clapboard candles also available at eBay, Hollywood stars that are magnets for save-the-date invitations. With eBay your options are endless, you just have to be patient and look up a lot of different things. I tried Hollywood wedding and came up with a lot of items that you might like.
Good luck! Any questions please e-mail me AtLastDianne@yahoo.com"
4623,34872,"Hay Tanya, first of all thank you for your advise on my ""no kids at my wedding thing"" anyway if I were you I would be straight forward with your mom. Tell her ok one, you have always said you wanted to see your kids married before you died and here it is, and your not interested? And see if there is an actual response that maybe you two can talk through. I really don't know what to say about them not paying, I am paying for my whole wedding and am still invited both sets of parents because I want them to share this occasion with us, but about your moms style, be straight. You may want to tell her ""mom this day is important to us, you know that, and I want you to seriously consider wearing something that fits the occasion and if ya don't, just know that I may ask you to stand aside when pictures are begin taken. So theres my advise, reword it if you like or don't use it at all but I hope I did help you some. Congratulations!!!! Dejia"
4521,36811,"Where in Miami??? I'm getting married at the Miami Beach Botanical Gardens and it is beautiful! So pretty, we are having both ceremony and reception there since it has different gardens. Oh, and they allowed big dogs :)
Maybe some garden or park near by your reception site would work.
Hope it helps!
"
4518,40054,"I agree, I wouldn't do it.  A huge part of marriage is trust."
4263,40050,"We are from Indiana and got married in Maui. We spend way less money than we thought we were going to. We got married in Kihei by Merry Maui Weddings. You should contact them. They helped with the condo and the restauant for after the wedding. We had a reception dinner at a restaurant about 10 min. away. it was wonderful. we were there for about 2.5 weeks and it was great! you should look into something like this. Def. contact merrymauiweddings.com they are great!"
131,40050,"I got married in Maui. It was wonderful. We used Merrymauiweddings.com they are great. very helpful and knowledgable about the island. they helped with everything, the cake, the location, the photographer, the dinner after, they helped find a condo for us as well as different things we could do while we were there. they are great. you should look in to packages. everything is way cheaper and they have connections that help lower the price of things. i suggest staying in a condo b/c its cheaper. hope this helps. feel free to contact me if you want more info. "
3362,37682,"Why not simply finance your wedding, reception, dress, ring, honeymoon and all of the other accessories you need for your wedding?

This way you can have the Wedding you want, without strapping yourself on a $7000.00 budget.

We finance 100% and are happy to discuss alternatives that make sence.  You can check us out at: http://eventfinancing.com for details."
4518,32212,"If you truly love her, you will do whatever it takes to make her feel comfortable. Tell her that. My fiance cheated on me a year ago and I thought he destroyed my life but I learned to forgive him because he constantly proved himself to me. If you didn't cheat it's easy for you to get aggrivated with the fact that she might not believe you 100%. Just spend a lot of quiality time with her and make her feel more comfortable. Be overly sweet to her and she'll drop the whole thing. "
4642,39625,"I found this and thought it was really neat. Very chic/sexy Hollywood!
http://www.eventswholesale.com/servlet/the-71/Ostrich-Feather-Centerpieces--dsh-/Detail
Good luck with your wedding planning!"
4429,7101,"An idea that came to my mind when I read your email. 

You can burn a CD with a collection of you & your fiancee's favorite songs which could fill up some time.  

Then, you could write up the story of your relationship and have someone read it aloud with songs blurbs that go along with the different stages to your relationship.  I just worked at a wedding that had the story-aspect which took almost 40 minutes.  

"
4621,32944,"This is your wedding and there is nothing wrong with having uneven sides. The old tradition of having equal bridesmades and groomsmen should have gone out of style in the 60's with womens liberation. I have been to many weddings where the sides were uneven. I have also been to weddings where some men stood on the Brides side and some women stood on the grooms side. In my first wedding my brother was my man of honor, he fixed my dress, held my bouquet and made the event perfect for me. I am about to get remarried for a second time and we plan on having our children stand with us. My two children will walk me down the aile and will stand next to me. His five children will stand next to him. It will be uneven but I wouldn't want it any other way. Make your day for you and your new husband and forget about what others think or what traditions were set in the 1800's. Good luck and Congrats!!!!"
4642,33103,"Two companies come to mind for the backdrops:  DreamWorld Backdrops on the west coast, and Backdrops Fantastic in the Atlanta area.  Both have the best quality backdrops by far, but they come at a price.   Good luck!"
4675,32944,"It is possible to plan a wedding in 6 months. My wedding date is the same as yours and I just got engaged as well. The biggest thing is booking the place for the ceremony and the reception. Do this as soon as possible, especially if you are getting married in June or July. Those months are very busy and a lot of places are already booked. Get your friends and family to help you make it happen. They can help you save money by assisting you with creating your own center pieces, pew bows, etc.; you can save a lot of money by taking these tasks on yourself. Set aside a certain amount of time each week where you will work on the wedding by planning ahead and you will be surprised at how much you can accomplish and how much money you can save yourself when it comes to the detailed items. Good Luck and Congrats."
4679,33103,"You should probably attempt to take care of your thank-you notes as quickly as possible.  Otherwise, you'll continue to put them off until it's way too late.    

Ideally, you'll want to have them all sent out within one year of your wedding date.  In my opinion, 18 months is too long to go without acknowledging someone's gift.

"
4642,39914,"Wow, I took a look at the backdrop websites...very expensive. Are there any alternatives? I don't want to spend $500 for a backdrop for one day. I'm open to ideas. Anyone?"
4254,39914,"Hold up, wait a minute! You're not even married and YET you're talking about divorce already!!! Are you contemplating that your marriage might now work, but you're still planning to walk down the aisle. Are you really sure you want to live your life with the person you're about to marry? 

Now, about the name change...if you want to keep your maiden name, there is nothing wrong with it. My mother kept her name and she didn't hypenate it all AND still kept her middle name as well. She was concerned about losing her individuality because of her business. 

The only thing you have to be concerned with about a non-hyphenated name is that people get really confused! They will not know what to do with a name that is not in a conventional style. My mother was having to constantly tell others that she had two last names and they weren't hyphenated. 

So, go with what you like...you have to live with it for the rest of your married life, right? Take care and congrats on the engagement!"
4685,39832,"I think you should definitely pull together the colors you like for a test run before you make your final decision.  You may be surprised and all the colors will look fantastic together.  We did a chocolate and blue theme.  I would think Latte and blue would look great as well.  My dress was ivory with a champagne sash and my groom wore a black tux with a vest and bow tie in champange to match my dress.  I actually picked our colors by thinking of the flowers that were in bloom during the season of our June Wedding. We had a lot of flowers and it was far more economical to select something in season than something imported. The blue hydrangeas with the vendella roses that are a vanilla color looked fantastic. Ask your florist for recommendations for that time of year.  Have fun and good luck! "
4685,39914,"You're getting married at the end of summer, but right before fall. So, the Tiffany Blue (if I can remember, it's a soft light blue) could work if you're gearing your wedding towards the summer end. The royal blue (very pretty!!!) would look nice and sophisticated if you're going more towards the fall season. Now, the latte...I've never seen that color...when I think of it, I think of brown? Is it a dark brown? If so, if you decide to go with the royal blue and latte...you have to dark colors with the champagne being the neutral color. I don't know if those two dark colors would really complement the wedding party. 

I would definitely go to David's Bridal (or another wedding store) and pick up a catalog and look at the colors in there. You might get some ideas. 

My faves for a fall wedding (which I don't see often) are a chocolate and cream, champagne or beige. And, you can always have black as an additional color. 

I hope this helps."
4560,39832,"Wow...I have to agree with the other posters.  You have gone out of your way quite a bit already and now she may just be trying to see how far she can twist you.  I am sorry that she has even opened her mouth to you.  The other poster is right on the money...she should have politely accepted and kept her mouth shut about your menu.  If she was Kosher or Vegetarian...then the restaurant would make an accomodation.  Being ""The Worst Guest Ever"" is a permanent mental condition of which I am afraid she will never recover.  Please do not let this one individual upset you any further.  Invite her to the wonderful and thoughtful event you planned and then never give her another thought.  Enjoy your day and do not let the ""Joy Suckers"" of the planet detract you from honoring the special moments you will share with the rest of your family and good friends.  Have fun and good luck!"
4251,40268,"As far as ""off the beaten path"" goes, you can check out the Sapce Coast of Florida (Melbourne area).  I have personally played many weddings on the beach, and it is beautiful here.  Good luck!"
4685,36671,"Go to David's Bridal and look at the color Serene.  It's not a light blue and it's not a navy blue.  My dress is champagne with a mocha/latte sash and I""m having serene colored bridesmaid dresses.  It looks really good together (well, at least I think it does! hahaha)"
4429,39832,"We had an instant camera and a photo book instead of a traditional guest book at our reception.  Everyone had a lot of fun taking instant photos of each other and writing really great comments under thier picture in the book they went into.  We got the camera, film and book online at Target. If this is strictly just a sit down dinner evening then I would agree with the other posters that your slide show and a few toasts are more than enough during dinner.  If you want to put some interesting pary favors on the table, like Chinese finger locks or small trinkets in Chinese take-out boxes the guests will entertain themselves.  You could also put out personalized fortune cookies with cute comments in them.  That will keep the conversation flowing.  Good luck and have fun!"
4252,39832,"Well if you are thinking about throwing some yellow in there...how about some whole and cut lemons in glass containers for the centerpieces.  Maybe you could throw some silver marbles in there for your accent color.  Cut fruit is economical and will smell lovely on your summer table.  Plus it looks like you spent more than you did.  Yellow and blue with the silver accents will look wonderful!  Check out Google for fruit centerpieces and you will get some great ideas.  Good luck and Have fun!"
4685,34747,"I'm so happy right now. I bought a wedding book and I saw the colors I want to use in the invitations. I also saw some dresses that I like.  It wasnt at David's Bridal but an online store. I know I shouldnt buy anything online though.  I may just buy one dress and chuck it up.  Just to see the quality.  I think I'm still going to Hobby Lobby though to look at colors.  

By the way, I went online and looked at the color Serene.  It is a pretty color. We have the same taste."
4252,40322,"I think that using small silver containers with blue hydrangea flowers would be very classy and affordable. There are very few flowers that have a natural blue color. Hydrangeas are gorgeous! and one flower head would fill up a small container. So this choice will be very budget friendly. White hydrangeas will look great too. or a mix of white and blue with the silver urn style container. Good Luck and if you have any more questions contact me. allthatbloomsinc@yahoo.com "
4675,38857,"It is definitely possible IF you can get the big things out of the way first: (1) Location, (2) Photographer, (3) Caterer (4) Officiant and (5) DJ (6) Dress <--- Generally in that order.  All the rest is details!

To make things easier on yourself, find a place where you can have both your ceremony AND reception, get friends, sisters, and family to help with flowers/food/decor, etc. and keep it simple!

I scheduled my own wedding in 6 months while working and going to school full time and it wasn't too bad - just make sure you get the big 6 out of the way immediately!"
4642,19507,"I found the same ostrich feather centerpieces that were previously posted on ebay for about $300.00 that is a savings of $200.00 so you may want to look into that route. I think they are absolutley amazing!!"
4675,37397,"Dear Bride,
I read your total situation and the answer to your question is ""YES.""     However, you will need to inform your groom that you MUST have his help.   Obviously, he doesn't have a clue what you about you  will be going through without help.  I hope your parents and relatives can join you as well.   Mr. Wonderful will need to give up his hunting & fishing until you both have everything worked out.   That means booking all the vendors you need to complete your wedding needs.   Shop for your gown first, and then for your bridesmaids.   Order everything as soon as possible.    Then get your reception and ceremony location established.  Hopefully, they are both located  in the same place.   It makes it easier for everyone to come to.     There is plenty of ""wedding planning how-to's""  on the internet.   Use Google to find websites on wedding planning.    You two must move quickly to get everything done on time.    He needs to get his Best Man & groomsmen to the tuxedo store."
4454,37778,"I have found that Country Springs and Olympia Resort and Spa are both great outdoor locations at really good prices."
4679,40417,"I've always heard 6 months is a proper response time. I would advise doing them along as you have showers. That way when you return from your honeymoon, all you'll have to do is write thank you notes for the gifts you received at the wedding."
4675,40417,"It's totally possible! I planned my wedding for 250 guests in 4 months and both my fiance' and I have full-time jobs. Don't sweat it. I agree that it's best if you can find one location for both ceremony and reception...we even used the same location for our rehearsal dinner. Get the big four out of the way first...location, caterer, photographer, florist. Don't shop at 4-5 different stores for your gown and bridesmaid dresses. Decide on your style and pick one. I visited one store and selected my gown in the first visit. I visted another store with a friend and selected bridesmaids dresses. Don't give yourself too many options in that department. "
4714,39625,"I think it's awesome that your being thoughtful of his religion. You could always go talk to the priest (like my fiance and I have done, I'm Maronite-catholic, and he's Latin-right catholic, we are being married in a cathedral) and the priest is going to incorporate some of the ceremony rituals from my religion. You might want to check and see if the priest in his church wouldn't mind doing so for you. They are usually flexible on things, like readings and other rituals you might have.
Good Luck!"
4429,7226,"Thanks for all your great ideas!  I like the photo guest book idea.  :)  I think a slide show of our wedding, a few hours of music, and some entertaining favors should do the trick!  "
4675,35713,"Absolutely!!! Depends on the month you want to get married. If it's from the months of May-Sept you might have a bit of a hard time getting a Saturday evening booked, but you could absolutely have a Friday Evening or Sunday Brunch type wedding. Holidays are also less expensive and usually open. You just have to be a little flexible on what you want. Also some of the better vendors might be booked in the prime months but this doesn't mean you won't be able to get a good one. 

As a side note, wedding planners are usually NOT flaky if you hire someone with good references (that you've checked). Wedding Planners have resources and connections to get you what you need faster and usually at a lower cost, regardless of how soon the wedding is. 

Your wedding day can absolutely be planned on your own, however I would look into speak with a planner for advice or direction. Or even referrals. "
4451,35713,"What sort of ideas are you looking for? Decor? Or the flow of the ceremony transitioning into the reception? I will be more than willing to help you, but need a little more information on what you need help with. I was recently married at a private B&B and had the ceremony & reception at the same place. It's def. easier and a your guests appreciate not having to travel between locations. Shoot me a message and I'll help you work through it (no charge :) )

Laura  - VOW Wedding Consulting"
4643,35713,"Your officiant will be able to tell you all that happens during the ceremony. He/She will be there for the rehearsal and they will walk you through it all. So you don't need to panic as far as the ceremony is concerned. Have you spoken to the Event Manager at your venue? They can walk you through the entire reception process. IF you have more specific questions feel free to shoot me a message and I can walk you through the events as well. You don't need to worry about what takes place, the Maitre'd will be there to make sure everything is going smoothly. Are you haveing a band or DJ? So if you want a step-by-step play on what happens get in touch with me and I'll help you. Just breath, and don't panic. It will all run really smoothly. You have the hard stuff taken care of already. Also consider going to a book store and picking up ""Getting Married"" or ""Weddings for Dummies"" I know it sounds funny, but there are soo many books out there to help you, IF you don't have a planner to. "
1258,32944,"Brilliant!!!!

I love creativity"
4675,30227,"It is very possible to plan a wedding in less than six months.  I have planned a wedding in less than six days and everything was perfect.  I have also planned a wedding for over 500 guests in as little as three months.  All it takes is a little hard work and some resources such as wedding planners.  If you want any free advice just ask.  I would rather have a bride be happy with free help than disappointed with not asking for help."
4724,30227,"Having a map included with the invitation helps.  If you are having problems with Yahoo, I suggest you try MapQuest.  If you know how to get to the venue yourself it is a good idea to take that route and make a note of places to put signs stating where to turn.  This will help the guests out.  It is also very helpful to have text directions with the full address so that guests can try to MapQuest or Yahoo Map the venue site themselves."
4714,40630,"The first thing that you need to do is talk to a catholic priest. He will be able to tell you if there is any truth to that anymore. The church is always changing some things stay the same and other ""rules"" change. The thing to remeber is that each catholic church is different. Good luck!"
4643,30227,"Planning a wedding is a big step.  I understand the frustrations that are involved.  If you need any help at all with how the ceremony should go or need any advice, please feel free to contact me.  I love to help as many brides as I can."
4725,37504,"if you are getting married in the town you guys have grown up in, you can make the drive extended and fun. give them a self guided tour of your town. like brides house she grew up in, schools churches, things like that. that would take up more time and be fun for out of town guest. "
4548,34440,"Hi there. I have just recently started in the bridal consulting business and I have never heard of this particular web site but i have heard alot of good things about David's Bridal. They always have very good promotions when you buy a wedding dress. You may find your favorite dress on that site. But other than that i am sorry if i couldnt help you. I really do hope that i helped you a little. "
